CFHTLS,Conf,Feat,ra,dec,zph,r'Mag,M*,g'-r',R/B
W3-916,0,,217.859497,57.715527,0.115,-22.14,10.89,0.552,R
W3-919,1,,219.293518,56.89822,0.102,-21.76,10.56,0.396,B
W3-922,0,,219.630402,57.205872,0.094,-21.54,10.74,0.633,R
W3-923,1,,218.938782,57.271553,0.158,-23.22,11.34,0.571,R
W3-926,0,,219.819427,57.313759,0.076,-21.17,10.27,0.349,B
W3-927,0,,219.972611,57.31966,0.123,-22.16,10.79,0.462,B
W3-928,0,,219.187576,57.342899,0.163,-22.62,11.18,0.645,R
W3-930,0,,219.250748,57.431534,0.121,-21.87,10.69,0.477,B
W3-931,0,,220.118393,57.482555,0.078,-20.79,10.13,0.359,B
W3-932,0,,218.708664,57.585598,0.093,-21.59,10.5,0.41,B
W3-933,0,,219.33812,57.601242,0.106,-21.83,10.46,0.282,B
W3-934,1,,219.975433,57.683632,0.088,-21.2,10.21,0.284,B
W4-1,3,A,332.187439,-0.985447,0.196,-23.71,11.4,0.456,B
W4-2,0,,332.128876,-0.945157,0.123,-21.84,10.55,0.363,B
W4-3,0,,331.93985,-0.868295,0.171,-22.84,11.04,0.437,B
W4-4,3,M,332.631531,-0.841735,0.096,-21.37,10.31,0.317,B
W4-5,4,"S,L",332.562439,-0.842626,0.18,-23.09,11.34,0.615,R
W4-6,4,L,332.772156,-0.801952,0.093,-21.45,10.48,0.442,B
W4-7,0,,331.924866,-0.765838,0.148,-23.41,11.26,0.431,B
W4-8,2,,332.055695,-0.722331,0.128,-22.28,11.05,0.648,R
W4-11,0,,332.29071,-0.651755,0.06,-20.49,10.31,0.631,R
W4-12,0,,332.120697,-0.573062,0.136,-22.29,11.04,0.638,R
W4-13,0,,332.066833,-0.56087,0.193,-23.28,11.22,0.444,B
W4-14,0,,332.426392,-0.561766,0.128,-22.37,10.79,0.38,B
W4-15,0,,332.380981,-0.507227,0.18,-23.21,11.39,0.626,R
W4-16,1,,332.42334,-0.343151,0.149,-22.62,11.14,0.608,R
W4-20,0,,332.376892,-0.232011,0.165,-22.85,11.01,0.411,B
W4-21,4,L,332.015442,-0.249663,0.162,-22.64,11.04,0.509,B
W4-22,0,,332.469452,-0.245198,0.163,-22.66,11.08,0.535,R
W4-23,0,,332.37854,-0.153945,0.062,-20.29,10.22,0.617,R
W4-25,4,"A,M",332.27771,-0.095191,0.198,-23.02,11.12,0.446,B
W4-27,0,,333.094574,-0.962172,0.18,-23.2,11.38,0.617,R
W4-29,0,,332.996338,-0.866336,0.12,-21.96,10.84,0.573,R
W4-30,0,,333.135864,-0.868342,0.094,-21.53,10.29,0.233,B
W4-32,4,,332.969147,-0.827915,0.139,-22.54,11.04,0.551,R
W4-33,0,,333.410278,-0.659344,0.135,-22.72,11.19,0.616,R
W4-34,0,,333.599792,-0.616455,0.149,-23.02,11.26,0.573,R
W4-38,1,,332.881928,-0.481501,0.145,-22.51,11.07,0.583,R
W4-40,0,,332.980469,-0.293282,0.15,-22.77,11.25,0.652,R
W4-42,0,,333.719879,-0.189874,0.084,-21.32,10.49,0.493,B
W4-43,1,,333.296814,-0.188359,0.15,-23.1,11.36,0.63,R
W4-46,0,,333.92453,-0.977121,0.112,-21.83,10.6,0.412,B
W4-47,4,A,334.168213,-0.967574,0.109,-21.93,10.63,0.396,B
W4-48,1,,334.683624,-0.949678,0.05,-20.39,10.21,0.577,R
W4-49,0,,334.67804,-0.909993,0.096,-21.43,10.64,0.592,R
W4-50,2,,334.294983,-0.835698,0.12,-22.39,11.02,0.584,R
W4-51,4,M,334.142487,-0.743079,0.095,-21.36,10.62,0.589,R
W4-52,0,,334.700775,-0.625146,0.12,-22.39,11.02,0.584,R
W4-54,4,"A,L,H",334.127228,-0.574382,0.123,-22.13,10.61,0.306,B
W4-55,0,,334.634705,-0.500728,0.152,-23.19,11.37,0.612,R
W4-56,4,H,334.054413,-0.486237,0.15,-23.15,11.33,0.592,R
W4-57,2,,334.295715,-0.460554,0.097,-21.85,10.5,0.308,B
W4-58,4,"S,A",334.636993,-0.470263,0.117,-22.08,10.84,0.529,R
W4-59,0,,334.173462,-0.451006,0.157,-23.07,11.1,0.411,B
W4-62,0,,334.035675,-0.342842,0.18,-23.49,11.49,0.615,R
W4-63,0,,334.428925,-0.290699,0.141,-22.13,10.58,0.281,B
W4-65,0,,334.342377,-0.268455,0.116,-21.79,10.55,0.383,B
W4-66,0,,334.191437,-0.26052,0.078,-21.36,10.58,0.56,R
W4-67,0,,334.296143,-0.258003,0.056,-20.17,10.11,0.569,R
W4-68,0,,334.196075,-0.182738,0.15,-23.02,11.3,0.612,R
W4-70,0,,334.252869,-0.08087,0.12,-22.04,10.91,0.609,R
W4-73,0,,334.899872,-1.001287,0.073,-21.27,10.43,0.461,B
W4-74,0,,335.067474,-1.004113,0.131,-22.73,10.95,0.401,B
W4-75,0,,334.830566,-0.977966,0.122,-22.22,11.02,0.646,R
W4-76,0,,334.903686,-0.985897,0.075,-20.8,10.23,0.449,B
W4-77,1,,335.435913,-0.926112,0.083,-21.1,10.46,0.546,R
W4-78,0,,335.65387,-0.894193,0.12,-22.0,10.56,0.318,B
W4-79,0,,334.909454,-0.872048,0.085,-21.62,10.5,0.394,B
W4-80,0,,334.7901,-0.851103,0.12,-22.2,11.03,0.657,R
W4-81,1,,335.395538,-0.813621,0.18,-23.08,11.35,0.634,R
W4-82,4,A,334.950348,-0.802236,0.136,-22.2,10.88,0.524,B
W4-83,2,,334.881897,-0.700974,0.161,-23.08,11.13,0.435,B
W4-84,0,,335.401184,-0.660927,0.093,-21.36,10.43,0.421,B
W4-89,0,,335.057007,-0.456164,0.067,-20.45,10.22,0.561,R
W4-90,0,,334.976318,-0.43836,0.182,-23.42,11.43,0.584,R
W4-92,4,A,335.277344,-0.393877,0.103,-22.04,10.82,0.531,R
W4-98,0,,332.133514,0.094452,0.152,-22.94,11.29,0.624,R
W4-103,4,"F,M",332.06546,0.630648,0.144,-23.17,11.36,0.604,R
W4-104,0,,332.662415,0.649555,0.149,-22.61,11.06,0.542,R
W4-108,0,,333.260864,-0.051349,0.121,-21.96,10.9,0.628,R
W4-109,0,,333.217316,-0.01602,0.15,-23.02,11.34,0.642,R
W4-110,0,,333.428742,0.03893,0.15,-22.42,11.0,0.558,R
W4-111,3,"A,F",332.951294,0.080042,0.115,-21.7,10.54,0.401,B
W4-115,0,,332.855774,0.144966,0.12,-21.93,10.51,0.294,B
W4-117,0,,333.500244,0.317248,0.163,-22.88,11.18,0.548,R
W4-120,1,,333.73587,0.478156,0.094,-21.35,10.45,0.447,B
W4-121,0,,333.027924,0.586307,0.063,-20.49,10.31,0.629,R
W4-122,0,,333.153503,0.600898,0.096,-21.42,10.64,0.591,R
W4-124,0,,333.32132,0.83857,0.107,-21.83,10.56,0.374,B
W4-125,0,,334.522858,-0.001675,0.102,-21.89,10.69,0.464,B
W4-126,0,,334.505646,-0.02267,0.118,-22.02,10.66,0.395,B
W4-128,0,,333.872803,0.116215,0.125,-22.61,10.73,0.241,B
W4-129,0,,333.909607,0.135223,0.09,-22.15,10.85,0.518,B
W4-130,0,,334.42337,0.152145,0.061,-21.28,10.56,0.574,R
W4-131,3,L,334.073944,0.165063,0.18,-22.98,11.27,0.593,R
W4-132,0,,334.453735,0.174981,0.107,-21.67,10.72,0.572,R
W4-134,0,,333.960541,0.21429,0.159,-23.19,11.32,0.569,R
W4-135,0,,334.013916,0.213259,0.12,-22.87,11.24,0.611,R
W4-136,0,,334.565125,0.268002,0.061,-20.31,10.18,0.576,R
W4-137,0,,334.393616,0.304381,0.116,-22.07,10.64,0.361,B
W4-138,0,,334.344666,0.352445,0.132,-22.39,10.96,0.527,B
W4-139,0,,334.697968,0.398587,0.066,-20.42,9.94,0.325,B
W4-141,0,,334.08371,0.520163,0.105,-22.13,10.69,0.384,B
W4-142,0,,334.232239,0.671036,0.087,-21.97,10.6,0.362,B
W4-145,0,,334.394898,0.811042,0.165,-23.01,11.19,0.517,B
W4-146,0,,335.154083,0.011333,0.126,-22.29,11.01,0.61,R
W4-149,0,,335.221314,0.046047,0.15,-22.43,11.02,0.573,R
W4-151,0,,335.692719,0.161847,0.08,-20.97,10.34,0.482,B
W4-152,0,,335.376465,0.271377,0.142,-22.24,10.91,0.539,R
W4-153,3,L,335.12735,0.296558,0.064,-21.14,10.59,0.649,R
W4-154,0,,335.040833,0.327715,0.167,-23.14,11.32,0.583,R
W4-155,0,,335.182129,0.34028,0.073,-21.2,10.4,0.458,B
W4-157,2,,335.343994,0.461429,0.077,-21.05,10.47,0.57,R
W4-158,0,,335.340393,0.467835,0.12,-22.13,10.93,0.594,R
W4-159,4,S,334.748718,0.66259,0.193,-24.06,11.59,0.491,B
W4-160,0,,334.843048,0.75044,0.121,-22.51,11.08,0.593,R
W4-161,0,,335.592804,0.751369,0.093,-21.59,10.73,0.613,R
W4-162,0,,335.400574,0.847896,0.193,-23.6,11.36,0.459,B
W4-163,0,,330.500336,0.909949,0.159,-22.81,11.27,0.653,R
W4-164,0,,330.662903,0.924946,0.091,-21.19,10.28,0.346,B
W4-165,2,,330.103088,0.980357,0.144,-22.28,10.93,0.54,R
W4-167,0,,330.801117,1.016565,0.154,-22.88,11.25,0.617,R
W4-169,0,,330.626007,1.052597,0.077,-21.84,10.73,0.521,B
W4-173,3,"S,L",330.54953,1.103121,0.153,-22.69,11.14,0.584,R
W4-174,0,,330.227508,1.199446,0.15,-23.3,11.43,0.619,R
W4-175,0,,330.741913,1.276678,0.104,-21.97,10.88,0.611,R
W4-176,0,,330.244995,1.429781,0.168,-22.74,11.18,0.6,R
W4-177,4,S,330.747742,1.491192,0.101,-21.98,10.85,0.574,R
W4-178,0,,330.557068,1.484962,0.18,-23.0,11.28,0.6,R
W4-179,0,,330.375824,1.506501,0.081,-21.3,10.53,0.534,R
W4-182,0,,330.707916,1.637985,0.197,-23.15,11.19,0.467,B
W4-184,0,,331.239654,0.84504,0.13,-22.4,11.0,0.56,R
W4-185,4,"L,H,F",331.455017,1.03404,0.162,-23.08,11.37,0.65,R
W4-186,0,,331.658508,1.021953,0.074,-20.77,10.31,0.527,R
W4-188,0,,331.541107,1.084808,0.18,-23.69,11.59,0.626,R
W4-189,4,M,331.601654,1.112513,0.145,-22.57,11.06,0.558,R
W4-190,0,,331.116974,1.242247,0.175,-23.49,11.37,0.498,B
W4-191,0,,331.176971,1.351165,0.151,-23.19,11.41,0.647,R
W4-192,0,,331.746124,1.362379,0.192,-23.33,11.43,0.614,R
W4-194,3,L,331.392883,1.545326,0.167,-23.83,11.59,0.576,R
W4-196,1,,331.638397,1.613127,0.147,-23.1,11.3,0.579,R
W4-197,0,,331.476685,1.657902,0.108,-22.35,10.97,0.552,R
W4-198,0,,332.39267,1.057576,0.162,-22.82,10.83,0.264,B
W4-199,0,,332.280945,1.076237,0.102,-21.41,10.52,0.487,B
W4-200,0,,332.155182,1.14959,0.145,-22.83,11.23,0.615,R
W4-201,4,"S,L",332.338562,1.22399,0.124,-22.12,10.96,0.622,R
W4-202,2,,332.365387,1.283633,0.117,-22.73,11.17,0.595,R
W4-203,2,,332.356567,1.308342,0.135,-23.01,11.27,0.584,R
W4-205,0,,332.573914,1.329177,0.132,-22.19,10.9,0.546,R
W4-206,0,,332.368805,1.400959,0.114,-22.02,10.89,0.596,R
W4-207,0,,332.156891,1.390052,0.065,-20.83,10.08,0.306,B
W4-208,0,,332.76181,1.437543,0.18,-23.51,11.52,0.634,R
W4-209,0,,332.632843,1.454486,0.18,-22.98,11.31,0.628,R
W4-211,0,,332.248901,1.469085,0.174,-22.76,11.15,0.565,R
W4-212,0,,332.391937,1.481176,0.18,-23.43,11.45,0.595,R
W4-213,0,,332.431061,1.538875,0.057,-21.24,10.54,0.566,R
W4-214,0,,332.638886,1.525781,0.111,-22.01,10.67,0.403,B
W4-215,0,,332.419403,1.518399,0.072,-20.78,10.04,0.289,B
W4-217,4,M,332.558563,1.589804,0.094,-21.25,10.52,0.546,R
W4-218,4,M,332.557922,1.588671,0.077,-20.84,10.45,0.625,R
W4-219,0,,332.552154,1.601283,0.088,-21.16,10.41,0.477,B
W4-220,4,"M,A",332.208527,1.65404,0.151,-22.8,11.24,0.628,R
W4-222,0,,332.778076,1.672177,0.076,-20.86,10.29,0.475,B
W4-224,1,,332.304504,1.731201,0.116,-21.74,10.6,0.44,B
W4-225,4,F,333.104736,0.853247,0.167,-23.29,11.38,0.585,R
W4-226,0,,333.227387,0.91414,0.062,-21.24,10.28,0.333,B
W4-227,1,,333.206543,1.008695,0.082,-21.38,10.58,0.556,R
W4-228,1,,332.981781,1.068207,0.09,-21.23,10.47,0.507,B
W4-229,0,,332.999237,1.20121,0.118,-21.71,10.41,0.287,B
W4-230,0,,332.965088,1.281956,0.108,-22.0,10.88,0.595,R
W4-231,2,,333.366913,1.306768,0.142,-22.2,10.62,0.294,B
W4-234,0,,332.966949,1.576547,0.157,-22.66,11.12,0.573,R
W4-236,0,,334.53714,0.994265,0.113,-22.2,10.9,0.544,R
W4-237,0,,334.152771,1.005529,0.15,-22.44,11.12,0.657,R
W4-238,1,,333.880676,1.029724,0.058,-21.02,10.52,0.628,R
W4-239,0,,334.670441,1.056372,0.152,-22.77,11.1,0.516,B
W4-240,0,,334.118988,1.05814,0.137,-22.15,10.84,0.512,B
W4-242,0,,334.458588,1.098715,0.088,-21.7,10.55,0.406,B
W4-243,0,,334.679169,1.17104,0.082,-21.25,10.48,0.504,B
W4-245,4,A,333.9953,1.365095,0.075,-21.56,10.66,0.557,R
W4-247,4,F,333.912994,1.46367,0.12,-22.35,11.06,0.636,R
W4-248,0,,334.213287,1.46291,0.06,-20.78,9.9,0.162,B
W4-249,2,,334.212463,1.46341,0.093,-21.62,10.34,0.248,B
W4-250,0,,334.648499,1.496185,0.093,-21.67,10.69,0.545,R
W4-252,0,,334.550354,1.501998,0.069,-20.77,10.07,0.315,B
W4-254,0,,334.690674,1.537719,0.138,-23.24,11.2,0.444,B
W4-255,0,,334.69342,1.531309,0.126,-21.93,10.6,0.369,B
W4-257,3,"F,A",334.56134,1.631843,0.154,-23.3,11.43,0.628,R
W4-260,0,,334.742859,1.74347,0.192,-23.82,11.64,0.627,R
W4-261,0,,333.983093,1.742156,0.078,-21.29,10.35,0.376,B
W4-263,0,,334.894196,0.98452,0.084,-21.32,10.41,0.42,B
W4-265,0,,334.930267,1.052131,0.071,-20.69,10.27,0.52,R
W4-266,0,,335.659058,1.115576,0.06,-20.6,10.4,0.67,R
W4-267,4,M,335.167786,1.230395,0.153,-23.53,11.41,0.528,B
W4-269,2,,335.194702,1.258995,0.182,-23.0,11.28,0.597,R
W4-270,2,,335.196197,1.26014,0.18,-23.0,11.28,0.599,R
W4-271,0,,335.701508,1.275821,0.168,-22.72,11.11,0.55,R
W4-272,0,,335.220062,1.287796,0.121,-22.36,10.96,0.537,R
W4-273,0,,335.699402,1.295124,0.104,-21.59,10.41,0.325,B
W4-275,0,,335.08371,1.394875,0.17,-23.46,11.4,0.541,B
W4-276,0,,335.21637,1.430157,0.091,-21.46,10.71,0.639,R
W4-277,0,,334.875824,1.515994,0.082,-21.71,10.59,0.441,B
W4-278,4,M,335.647675,1.527969,0.141,-22.29,10.96,0.566,R
W4-279,3,F,335.305054,1.576374,0.131,-22.27,11.0,0.609,R
W4-280,1,,335.171448,1.604952,0.081,-21.69,10.58,0.444,B
W4-282,0,,334.761597,1.685503,0.179,-23.05,11.26,0.558,R
W4-283,0,,334.827576,1.714247,0.168,-22.7,11.13,0.575,R
W4-284,0,,334.852508,1.746216,0.12,-22.56,11.15,0.638,R
W4-285,0,,335.271515,1.777235,0.146,-22.68,11.0,0.465,B
W4-287,0,,330.313019,1.847237,0.048,-20.37,10.14,0.52,R
W4-288,0,,330.649506,1.871501,0.076,-21.54,10.57,0.484,B
W4-289,0,,330.124329,1.870875,0.117,-21.92,10.86,0.605,R
W4-290,0,,330.34378,1.928869,0.158,-22.76,11.18,0.591,R
W4-291,2,,330.706085,1.940658,0.124,-22.43,11.06,0.605,R
W4-293,0,,330.13855,2.036495,0.109,-21.98,10.64,0.392,B
W4-294,0,,330.143433,2.041096,0.072,-21.14,10.19,0.284,B
W4-295,0,,330.226624,2.04411,0.13,-22.28,10.95,0.554,R
W4-297,0,,330.616455,2.130686,0.118,-22.03,10.73,0.451,B
W4-298,0,,330.279175,2.219401,0.09,-21.49,10.65,0.572,R
W4-299,0,,330.233368,2.219552,0.164,-23.2,11.35,0.59,R
W4-301,0,,330.647919,2.407765,0.076,-20.87,10.25,0.444,B
W4-303,4,"S,A",330.872162,2.531194,0.18,-22.9,11.28,0.637,R
W4-305,0,,330.673248,2.611628,0.18,-23.19,11.32,0.567,R
W4-309,1,,331.56543,1.795392,0.166,-23.51,11.4,0.527,B
W4-310,0,,331.478516,1.816255,0.15,-22.48,11.05,0.574,R
W4-311,3,F,331.190857,1.835212,0.085,-21.4,10.42,0.401,B
W4-312,4,L,331.204681,1.845583,0.074,-20.92,10.03,0.226,B
W4-313,3,S,331.312103,1.941748,0.127,-22.53,11.0,0.518,B
W4-314,1,,331.186676,1.948029,0.065,-20.59,9.83,0.168,B
W4-316,1,,331.731049,2.034368,0.15,-23.19,11.36,0.606,R
W4-317,4,"L,H,M",331.672119,2.045805,0.085,-21.38,10.58,0.555,R
W4-318,0,,331.68277,2.054486,0.062,-20.31,9.81,0.242,B
W4-319,0,,331.533752,2.10131,0.139,-22.24,10.96,0.581,R
W4-320,0,,331.338165,2.145282,0.071,-20.94,10.32,0.478,B
W4-321,0,,331.770477,2.145975,0.086,-21.18,10.33,0.402,B
W4-322,1,,331.444397,2.146207,0.091,-21.36,10.57,0.55,R
W4-323,4,"S,F",331.405029,2.193817,0.156,-23.29,11.36,0.565,R
W4-325,0,,331.277008,2.30176,0.067,-20.78,10.02,0.262,B
W4-326,0,,331.436462,2.280555,0.081,-21.02,10.06,0.214,B
W4-328,0,,331.690216,2.297623,0.149,-22.99,11.14,0.475,B
W4-332,1,,331.583038,2.429217,0.134,-22.64,10.83,0.322,B
W4-333,3,S,331.000885,2.471788,0.073,-21.05,10.32,0.436,B
W4-335,0,,331.253784,2.505939,0.15,-23.53,11.38,0.501,B
W4-340,0,,332.725098,1.850783,0.063,-20.29,9.85,0.286,B
W4-341,1,,332.268005,1.901855,0.112,-22.07,10.88,0.571,R
W4-342,0,,332.448578,1.924362,0.076,-21.09,10.22,0.333,B
W4-343,3,A,332.77652,2.09274,0.095,-21.27,10.23,0.276,B
W4-350,4,S,333.318695,2.351277,0.092,-21.89,10.84,0.598,R
W4-354,0,,332.854309,2.566752,0.18,-22.9,11.26,0.611,R
W4-358,0,,334.257874,1.830785,0.17,-23.24,11.38,0.603,R
W4-359,1,,334.105347,1.929412,0.17,-22.89,11.14,0.51,B
W4-361,0,,334.175262,2.026385,0.185,-23.33,11.24,0.449,B
W4-362,0,,334.698029,2.089893,0.17,-22.79,10.65,0.113,B
W4-363,0,,333.927856,2.105751,0.137,-22.37,11.07,0.636,R
W4-364,1,,333.86853,2.133758,0.148,-22.62,11.03,0.51,B
W4-365,3,M,333.851929,2.145244,0.166,-22.71,11.22,0.646,R
W4-367,0,,334.354736,2.275227,0.106,-21.73,10.6,0.446,B
W4-368,0,,334.374145,2.408052,0.124,-22.72,10.99,0.44,B
W4-369,0,,334.531738,2.422202,0.15,-22.48,11.11,0.632,R
W4-370,0,,334.579498,2.485579,0.069,-20.98,10.28,0.423,B
W4-371,0,,334.27652,2.508918,0.12,-22.21,11.01,0.64,R
W4-372,0,,333.857056,2.537548,0.123,-22.06,10.64,0.36,B
W4-374,1,,333.966217,2.538991,0.159,-22.71,11.21,0.639,R
W4-375,0,,333.895935,2.558254,0.194,-23.29,11.29,0.506,B
W4-376,0,,334.031006,2.596407,0.123,-22.85,11.05,0.444,B
W4-378,0,,334.001007,2.653258,0.15,-22.39,10.85,0.434,B
W4-380,0,,330.015655,2.78327,0.18,-23.36,11.43,0.599,R
W4-383,0,,330.892151,3.038593,0.137,-22.22,10.95,0.583,R
W4-385,4,S,330.643189,3.274862,0.13,-22.85,11.17,0.557,R
W4-386,0,,330.869873,3.275786,0.109,-22.09,10.75,0.449,B
W4-387,0,,330.722809,3.25611,0.15,-22.59,11.14,0.615,R
W4-388,0,,330.42337,3.273135,0.151,-22.88,11.22,0.592,R
W4-395,0,,330.50708,3.62416,0.179,-23.14,11.29,0.559,R
W4-396,0,,330.098846,3.643949,0.18,-23.39,11.43,0.591,R
W4-398,0,,331.06311,2.76077,0.063,-20.28,9.9,0.337,B
W4-401,0,,331.101685,2.944743,0.121,-22.26,11.02,0.634,R
W4-404,0,,331.050537,3.230286,0.115,-22.15,10.93,0.592,R
W4-407,2,,331.197052,3.434962,0.18,-23.48,11.47,0.598,R
W4-408,0,,330.947479,3.505455,0.178,-23.39,11.43,0.591,R
W4-409,0,,331.445862,3.611482,0.096,-21.63,10.61,0.492,B
W4-413,0,,331.943329,3.241427,0.125,-22.2,10.78,0.437,B
W4-414,2,,331.919373,3.258077,0.156,-23.05,11.21,0.517,B
W4-416,4,"L,F",331.918701,3.296956,0.164,-22.61,11.1,0.571,R
W4-417,0,,332.618347,3.45597,0.103,-22.01,10.54,0.293,B
W4-418,0,,332.602661,3.446751,0.089,-21.57,10.36,0.286,B
W4-422,0,,330.779755,3.776597,0.101,-21.53,10.65,0.557,R
W4-423,0,,330.397613,3.79138,0.077,-21.02,10.44,0.552,R
W4-424,0,,330.07782,4.167262,0.165,-22.53,10.82,0.354,B
W4-426,0,,330.108063,4.203234,0.147,-22.55,10.95,0.464,B
W4-427,2,,330.515106,4.298555,0.163,-23.46,11.48,0.615,R
W4-429,4,F,330.042114,4.361153,0.16,-23.19,11.37,0.612,R
W4-431,3,M,331.306305,3.723338,0.159,-22.98,11.35,0.671,R
W4-432,0,,331.361664,3.916549,0.15,-22.47,11.08,0.606,R
W4-433,0,,331.056335,4.024874,0.15,-22.94,11.29,0.631,R
W4-436,0,,331.090271,4.118608,0.144,-22.44,11.02,0.567,R
W4-437,0,,330.99292,4.1193,0.148,-22.36,10.9,0.491,B
W4-438,0,,331.239075,4.187174,0.15,-23.17,11.37,0.619,R
W4-440,0,,331.13559,4.200491,0.095,-21.93,10.78,0.533,R
W4-441,0,,331.194428,4.439025,0.119,-22.16,10.87,0.533,R
W4-442,0,,331.088165,4.506465,0.127,-21.94,10.59,0.362,B
W4-444,0,,332.082214,3.675448,0.196,-23.27,11.33,0.546,R
W4-448,1,,332.644531,3.891357,0.151,-22.82,11.23,0.614,R
W4-449,0,,332.092743,3.993267,0.129,-22.35,10.94,0.526,B
W4-452,0,,332.673401,4.136741,0.18,-23.03,11.31,0.611,R
W4-453,0,,332.111176,4.225845,0.08,-21.08,10.23,0.345,B
W4-456,3,S,332.441864,4.386792,0.17,-23.77,11.6,0.603,R
W4-457,0,,332.115387,4.392965,0.075,-20.72,10.13,0.387,B
W4-458,4,"L,F",332.648132,4.445655,0.12,-22.04,10.89,0.594,R
