RESOLVE,Conf,Type,SFR,mu-delta,NNdist-kd,NNdist-proj,F16,21cm,Simbad,NED,ra,dec
rs0254,0,0,0.50412267,8.58841515,0.70689566,0.36758,0,2,Simbad,NED,156.2211,3.8467
rs0255,,,0.22314525,7.94536066,0.08810786,0.08811,0,2,Simbad,NED,156.3132,0.8927
rs0256,,,0.97756636,8.27699566,0.24578631,0.24284001,0,2,Simbad,NED,156.3323,0.6363
rs0257,0,0,0.10536563,8.07609272,0.08810786,0.087632,0,2,Simbad,NED,156.3659,0.8837
rs0258,2,1,0.0933947,7.63135242,0.76514968,0.29855001,0,2,Simbad,NED,156.3793,0.3811
rs0259,4,1,0.57115823,9.12815094,0.24578631,0.21080001,0,2,Simbad,NED,156.4252,0.763
rs0260,0,0,0.73769146,8.69242573,0.92565083,0.60676003,0,2,Simbad,NED,156.5366,4.373
rs0261,0,0,0.25954449,9.13807392,0.49844397,0.28226,0,2,Simbad,NED,156.5881,0.685
rs0262,0,0,0.14278975,8.38082314,0.0469005,0.047157,0,1,Simbad,NED,156.6617,0.9835
rs0263,0,0,0.51848209,8.09112644,0.0469005,0.047039,0,2,Simbad,NED,156.6808,1.0061
rs0264,0,0,0.09942646,8.63653088,0.93133565,0.55506998,0,2,Simbad,NED,156.8377,0.4224
rs0265,,,0.06377156,7.24701977,1.40354354,0.063702,0,1,Simbad,NED,156.8405,1.2774
rs0266,0,0,0.062666,9.37554932,0.03122016,0.032195,0,2,Simbad,NED,156.8542,1.2418
rs0267,4,1,0.2593531,9.11971855,0.01267763,0.012721,0,2,Simbad,NED,156.873,1.2467
rs0268,4,2,0.16822878,9.86085701,0.01267763,0.012581,0,2,Simbad,NED,156.8737,1.2546
rs0269,1,1,0.21257183,8.25301743,1.4129708,0.45526001,0,2,Simbad,NED,156.8777,2.7683
rs0270,0,0,0.78386617,8.2831068,0.73063671,0.31072,0,2,Simbad,NED,156.8896,4.4667
rs0271,4,1,0.1684121,7.47344112,1.11387801,0.29126,0,2,Simbad,NED,156.9192,1.4374
rs0272,,,0.02451509,7.48726988,0.02052212,0.019806,0,1,Simbad,NED,156.9209,1.2007
rs0273,0,0,0.12072395,8.3800869,0.02052212,0.01974,0,2,Simbad,NED,156.9317,1.194
rs0274,0,0,0.39432335,8.48599148,0.77118224,0.62787002,0,2,Simbad,NED,156.9606,2.1191
rs0275,,,0.24787317,7.5452404,0.73063671,0.30948001,0,2,Simbad,NED,157.0657,4.4066
rs0276,0,0,0.17590414,8.35153675,0.10370614,0.10437,0,2,Simbad,NED,157.1206,1.2499
rs0277,0,0,0.04245616,8.0150156,0.07398016,0.073521,0,1,Simbad,NED,157.1557,1.3043
rs0278,0,0,0.25835097,8.27550507,0.07398016,0.073823,0,2,Simbad,NED,157.1689,1.3486
rs0279,0,0,0.0275593,10.23384285,0.96502286,0.95762998,0,2,Simbad,NED,157.2081,4.9605
rs1330,,,0.04369771,8.29338264,2.47116863,2.22460008,0,1,Simbad,NED,157.2384,2.1858
rs0280,0,0,0.3148908,8.41339397,1.22701035,0.67491001,0,2,Simbad,NED,157.4046,0.9512
rs0281,,,0.02788816,7.63925934,1.48243151,1.2608,0,1,Simbad,NED,157.9487,2.2265
rs0282,,,0.28607044,9.40869904,1.48243151,0.80539,0,2,Simbad,NED,157.9854,3.0818
rs0283,2,1,0.2528995,7.11884737,2.01524784,0.86658001,0,2,Simbad,NED,158.1121,2.5548
rs0284,0,0,0.08745036,8.50884056,2.04415214,1.21619999,0,2,Simbad,NED,158.116,3.914
rs0285,,,0.02765356,8.49703884,4.82090397,1.05789995,0,1,Simbad,NED,158.2064,2.7772
rs0286,,,0.02026115,8.75936413,0.81068372,0.63841999,0,1,Simbad,NED,158.5094,1.3114
rs0288,0,0,0.51749927,8.54617691,2.01524784,1.28699994,0,2,Simbad,NED,158.8374,3.5583
rs0289,0,0,0.1194154,7.96387196,1.52114573,1.13469994,0,2,Simbad,NED,158.8545,3.2945
rs0290,3,1,0.19606711,7.28201485,0.81068372,0.63603002,0,2,Simbad,NED,158.8842,1.4487
rs0291,,,0.04489633,8.28851891,3.53604856,1.25979996,0,1,Simbad,NED,158.9319,0.0086
rs0292,,,0.05544955,8.52859116,1.2837939,0.78118002,0,1,Simbad,NED,159.0086,0.989
rs0293,,,0.04606264,7.51680183,2.10390789,1.1358,0,1,Simbad,NED,159.16,1.0246
rs0295,,,0.02730401,8.01641846,0.43766454,0.095837,0,1,Simbad,NED,159.4381,0.4774
rs0296,4,1,0.32973656,6.27994251,1.1046187,0.52978998,0,2,Simbad,NED,159.466,2.3889
rs0297,0,0,0.03879692,8.55695915,2.91991677,0.15418001,0,2,Simbad,NED,159.4707,4.8132
rs0298,,,0.02032568,8.31338692,1.29088026,1.08500004,0,1,Simbad,NED,159.5092,0.5267
rs0299,3,1,0.50185728,8.56058788,2.4955166,0.16063,0,2,Simbad,NED,159.5294,4.8944
rs0300,,,0.09047494,7.5230155,0.09592097,0.095632,0,2,Simbad,NED,159.5677,0.1198
rs0301,,,0.04936694,7.31164026,0.81461326,0.76823997,0,2,Simbad,NED,159.5705,1.0968
rs0302,,,0.11945237,7.98289013,1.1046187,0.53635001,0,1,Simbad,NED,159.8515,2.4442
rs0303,0,0,0.13758901,7.13000965,1.49174711,1.47319996,0,2,Simbad,NED,159.8849,2.188
rs0304,,,0.02107388,7.78968573,1.79991267,0.51741999,0,1,Simbad,NED,160.0399,0.0702
rs0305,0,0,0.10617436,7.48752832,1.2689433,0.43171999,0,1,Simbad,NED,160.1681,0.3754
rs0306,0,0,0.0541896,8.41762352,1.17269429,0.43408999,0,2,Simbad,NED,160.2552,0.6324
rs0307,,,0.01681704,7.42833757,1.04959262,0.96403003,0,1,Simbad,NED,160.3259,1.3482
rs0308,0,0,0.87832576,7.74061823,0.1167221,0.11511,0,2,Simbad,NED,160.4726,0.794
rs0309,,,0.01249062,7.29139185,0.1167221,0.11775,0,1,Simbad,NED,160.5562,0.7748
rs0310,0,0,0.07042354,9.60417938,1.09635106,0.72527999,0,2,Simbad,NED,160.6143,2.7614
rs1331,,,0.03639322,8.45742893,2.10390789,1.14750004,0,1,Simbad,NED,160.6866,0.1492
rs0311,,,0.06866047,8.02281189,1.04959262,0.82762998,0,1,Simbad,NED,160.7097,0.88
rs0312,,,0.01503019,8.45047951,1.33789935,0.52991998,0,1,Simbad,NED,160.8871,1.1973
rs0313,0,0,0.45173129,8.8184166,2.18136117,1.87759995,0,2,Simbad,NED,160.9125,4.9706
rs0314,3,1,0.61315137,7.07719946,2.12424315,0.49834999,0,2,Simbad,NED,160.993,1.9357
rs0315,0,0,0.20658709,9.83251381,0.03234549,0.032496,0,2,Simbad,NED,161.0694,2.7878
rs0316,0,0,0.24982452,8.25782681,0.03234549,0.032209,0,2,Simbad,NED,161.0889,2.7932
rs0317,0,0,0.08099983,7.25087786,0.60336105,0.44620001,0,2,Simbad,NED,161.1667,2.2591
rs0318,0,0,0.09945309,7.65590382,0.52972917,0.52692002,0,2,Simbad,NED,161.2023,3.2983
rs0320,3,1,0.1556157,9.9738636,0.52972917,0.52745998,0,2,Simbad,NED,161.2816,3.6747
rs0321,4,2,0.25647882,8.07990837,0.46473094,0.27998,0,2,Simbad,NED,161.3209,1.4675
rs0322,0,0,0.04618265,7.5925827,0.13860357,0.13786,0,1,Simbad,NED,161.3423,1.9854
rs0323,0,0,0.08095039,8.32427692,0.51812654,0.40731001,0,2,Simbad,NED,161.3439,1.124
rs0324,0,0,0.15297468,9.11128426,0.12845466,0.12802,0,2,Simbad,NED,161.4424,1.9974
rs0325,0,0,0.06421956,7.23203087,0.12845466,0.12779,0,1,Simbad,NED,161.4566,2.0896
rs0326,,,0.01036903,8.0400877,0.46473094,0.27845001,0,1,Simbad,NED,161.47,1.6492
rs0327,,,0.0491559,7.2147274,0.1111021,0.11254,0,1,Simbad,NED,161.4836,2.5871
rs0328,0,0,0.10131105,8.30899525,0.88922145,0.62831998,0,2,Simbad,NED,161.4939,2.8325
rs0329,0,0,0.06380532,9.9564743,0.1111021,0.11082,0,2,Simbad,NED,161.5589,2.5562
rs0330,0,0,0.15270618,7.80596876,1.86107134,1.70589995,0,2,Simbad,NED,161.6429,1.7745
rs0331,0,0,0.13094442,8.13910007,0.14363935,0.14448,0,2,Simbad,NED,161.6618,3.2439
rs0332,3,1,0.06702331,6.8018713,0.14363935,0.14284,0,2,Simbad,NED,161.6947,3.1617
rs0333,,,0.00531416,8.05912495,0.08444434,0.08312,0,1,Simbad,NED,161.9344,0.8719
rs0334,0,0,0.47162414,8.36788368,0.08444434,0.086219,0,2,Simbad,NED,161.9774,0.8125
rs0335,0,0,0.45958164,8.89432907,0.12167984,0.12192,0,2,Simbad,NED,162.0791,0.8407
rs0336,,,0.21727322,8.04837322,1.37051532,0.81396002,0,2,Simbad,NED,162.382,4.0071
rs0337,0,0,0.57046133,8.11156559,1.89424582,1.51020002,0,2,Simbad,NED,162.5717,3.5125
rs0338,,,0.0328262,7.10886478,7.40162595,4.77120018,0,1,Simbad,NED,162.6024,4.9931
rs0339,3,1,0.11472365,8.99172497,3.45599283,0.71486998,0,2,Simbad,NED,162.6876,3.5135
rs0340,0,0,0.07805648,8.3683672,1.81853297,1.81429994,0,1,Simbad,NED,162.8474,2.2183
rs0341,0,0,0.19574362,7.83089685,2.40780417,1.77139997,0,2,Simbad,NED,162.9063,2.095
rs0342,,,0.03900261,7.69820356,2.40780417,0.67403001,0,1,Simbad,NED,162.9329,3.9979
rs0343,3,2,0.11295976,7.32079315,1.63527902,1.41419995,0,2,Simbad,NED,162.9689,0.5544
rs0344,0,0,0.0861026,8.83542252,1.99219295,0.92523003,0,2,Simbad,NED,163.1371,3.0192
rs0345,0,0,0.0432364,8.52748871,0.16722329,0.16978,0,1,Simbad,NED,163.2232,4.5063
rs0346,,,0.04780638,7.57091236,0.03719749,0.037244,0,1,Simbad,NED,163.2404,4.6241
rs0347,,,1.36799407,9.64221382,0.03719749,0.037417,0,2,Simbad,NED,163.2657,4.6318
rs0348,,,0.06494824,8.59995556,0.18914303,0.189,0,1,Simbad,NED,163.3583,4.504
rs0349,,,0.19987302,7.22796679,1.41636111,0.58113998,0,2,Simbad,NED,163.5302,4.9401
rs0350,0,0,0.25751725,9.17572784,1.81853297,1.81659997,0,2,Simbad,NED,163.6994,2.948
rs0351,3,2,0.10698954,10.0910368,0.0292437,0.030098,0,2,Simbad,NED,163.8995,4.3776
rs0352,3,1,0.00510471,7.66814613,0.0292437,0.029736,0,2,Simbad,NED,163.9153,4.3688
rs0353,0,0,0.03693619,7.66390944,0.17948417,0.18282001,0,1,Simbad,NED,163.9695,4.4653
rs0354,2,1,0.15084082,8.29533195,1.63527902,1.21990001,0,1,Simbad,NED,164.0108,0.6621
rs0356,,,0.44181982,9.18661499,0.12382412,0.12283,0,2,Simbad,NED,164.5676,4.5837
rs0357,,,0.02767343,7.57247591,6.58232118,4.66300011,0,1,Simbad,NED,164.5746,4.6606
rs0358,0,0,0.4846532,8.39803696,0.12382412,0.1232,0,2,Simbad,NED,164.6282,4.6311
rs0360,,,0.07415471,7.06686401,3.71841745,0.94555002,0,1,Simbad,NED,164.8309,0.3025
rs0361,0,0,0.0054423,8.77324867,0.05053796,0.050213,0,2,Simbad,NED,165.0798,4.1718
rs0362,0,0,0.04091035,9.20065498,0.05053796,0.049696,0,2,Simbad,NED,165.0982,4.1966
rs0363,0,0,0.28556207,7.73488235,0.08954572,0.092544,0,2,Simbad,NED,165.1526,4.1984
rs0364,0,0,0.05762668,8.39426804,0.3463064,0.27583,0,1,Simbad,NED,165.2114,4.3915
rs0365,,,0.23677762,7.78395748,1.20654477,0.77768999,0,2,Simbad,NED,165.3009,3.5536
rs0366,0,0,0.02511391,9.41502476,0.3463064,0.27638999,0,2,Simbad,NED,165.3831,4.3773
rs0367,0,0,0.0530076,7.38780594,0.94273023,0.26278001,0,2,Simbad,NED,165.4756,4.0465
rs0368,0,0,0.04637666,7.48997211,2.20928599,0.92501998,0,2,Simbad,NED,165.4875,4.0264
rs0369,0,0,0.01406824,7.81534386,1.81865373,0.31527999,0,2,Simbad,NED,165.5285,4.2574
rs0370,,,0.02221537,7.72017288,1.88072029,1.03040004,0,1,Simbad,NED,165.5756,0.2331
rs0371,0,0,0.33301765,8.17625523,0.74460541,0.25870001,0,2,Simbad,NED,165.6354,4.0615
rs0372,3,1,0.10576504,7.55704308,0.08051218,0.08352,0,1,Simbad,NED,165.7672,3.7007
rs0373,0,0,0.61966473,8.86382961,0.08051218,0.081691,0,2,Simbad,NED,165.8108,3.7249
rs0374,0,0,0.06843498,7.5009532,1.5323238,0.53469002,0,2,Simbad,NED,166.0529,4.3305
rs0375,3,1,0.09355646,7.04862309,2.13863713,0.42324999,0,2,Simbad,NED,166.286,4.8223
rs0376,0,0,0.26707456,8.19059658,1.23026768,1.20420003,0,2,Simbad,NED,166.312,0.9893
rs0377,,,0.34169573,7.44112444,1.9167126,0.32266,0,2,Simbad,NED,166.3883,4.1964
rs0378,0,0,0.23650688,8.46045399,1.3713727,0.21059,0,2,Simbad,NED,166.417,4.6128
rs0379,,,0.05235826,7.78962231,1.23026768,1.19330001,0,1,Simbad,NED,166.457,1.7445
rs0380,0,0,0.16561317,9.12971401,1.88072029,1.21609998,0,2,Simbad,NED,166.4582,0.4032
rs0381,,,0.12442301,8.12611675,2.19338414,0.16473,0,1,Simbad,NED,166.4989,4.5142
rs0382,0,0,0.76464975,8.3964386,0.12064249,0.11933,0,2,Simbad,NED,166.5096,4.4295
rs0383,0,0,0.1554265,9.84547997,0.15840337,0.1561,0,2,Simbad,NED,166.5453,4.3362
rs0384,0,0,0.23013109,8.02341557,1.40357951,1.37549996,0,2,Simbad,NED,166.5575,2.6168
rs0385,0,0,0.01547733,8.13717461,0.12064249,0.12443,0,1,Simbad,NED,166.5782,4.4631
rs0386,0,0,0.10554533,8.65912437,0.32972858,0.26050001,0,2,Simbad,NED,166.5799,4.6368
rs0387,0,0,0.05293979,7.68810701,0.65570379,0.24572,0,1,Simbad,NED,166.6722,4.4447
rs0388,,,0.06633747,7.89919949,0.65570379,0.37717,0,1,Simbad,NED,166.6886,4.8641
rs0389,0,0,0.05619717,7.59946728,0.77670962,0.44597,0,2,Simbad,NED,166.8336,4.5423
rs0390,0,0,0.461261,9.4647522,0.2315229,0.23362,0,2,Simbad,NED,167.1414,4.8319
rs0391,0,0,0.43604353,8.08433723,0.2315229,0.22867,0,2,Simbad,NED,167.2688,4.7761
rs0392,0,0,0.19560611,8.44021702,1.38372335,1.03289998,0,2,Simbad,NED,167.2782,3.9279
rs0393,0,0,0.17446618,7.66105747,1.98249117,1.45749998,0,2,Simbad,NED,167.4939,0.1814
rs0394,3,1,0.09111414,8.16225529,0.85230044,0.52152002,0,1,Simbad,NED,167.5458,4.9784
rs0395,0,0,0.06279604,7.27585125,0.42531276,0.31213999,0,1,Simbad,NED,167.6815,4.4928
rs0396,0,0,0.27086043,9.37721443,3.88290869,1.10339999,0,2,Simbad,NED,167.6867,4.8467
rs0397,4,1,0.0313193,9.10160732,0.0044742,0.0049433,0,2,Simbad,NED,167.7347,4.7319
rs0398,3,1,0.21159428,8.68437576,0.0044742,-999.0,0,2,Simbad,NED,167.7356,4.7294
rs0399,0,0,0.02578245,9.86142731,0.53216976,0.31413001,0,2,Simbad,NED,167.7814,4.3379
rs0401,,,0.53670657,8.16392136,0.43691601,0.40796,0,2,Simbad,NED,168.0905,3.7614
rs0402,,,0.10014781,9.95401573,0.06737462,0.067901,0,2,Simbad,NED,168.3163,3.6573
rs0403,,,0.01299927,8.10411644,0.06737462,0.067437,0,1,Simbad,NED,168.334,3.6204
rs0404,,,0.08548673,8.56751251,0.10497067,0.10593,0,1,Simbad,NED,168.4334,4.2406
rs0405,0,0,0.4707343,8.71873665,0.10497067,0.106,0,2,Simbad,NED,168.4691,4.2908
rs0406,0,0,0.08039503,9.65577698,0.20769007,0.20621,0,2,Simbad,NED,168.4718,4.8017
rs0407,0,0,0.01853964,10.34736443,0.0781555,0.076825,0,2,Simbad,NED,168.5684,4.1922
rs0408,,,0.06178916,8.33843517,0.20769007,0.20665,0,1,Simbad,NED,168.5751,4.7097
rs0409,,,0.33238423,8.27382851,0.0781555,0.079376,0,2,Simbad,NED,168.6012,4.1602
rs0410,0,0,0.13600297,7.22433567,2.3682581,1.2586,0,2,Simbad,NED,168.623,2.6057
rs0411,0,0,0.06977947,8.32655907,1.86713918,0.41446999,0,1,Simbad,NED,168.7059,0.9056
rs0412,,,0.01010997,7.96668196,1.76992902,0.60140002,0,1,Simbad,NED,168.7657,1.7004
rs0413,,,0.01520924,7.82309341,0.45616768,0.13970999,0,1,Simbad,NED,168.772,1.2868
rs0414,,,0.05996982,8.29128456,0.45616768,0.13891999,0,1,Simbad,NED,168.8011,1.186
rs1332,,,0.14907777,7.49341011,1.71785303,0.41190001,0,2,Simbad,NED,168.8317,4.2069
rs0415,0,0,0.10446553,8.34188461,1.08622871,0.063683,0,1,Simbad,NED,169.0163,3.5676
rs0416,0,0,0.11755383,7.88736248,0.15154694,0.15143,0,2,Simbad,NED,169.0789,4.1392
rs0417,3,1,0.10464231,7.26961803,0.15154694,0.15186,0,2,Simbad,NED,169.1433,4.0805
rs0418,0,0,0.28288829,7.28902769,0.83795401,0.34929001,0,2,Simbad,NED,169.2053,4.3614
rs0419,2,1,0.11132711,9.70925713,1.48649594,0.51178002,0,2,Simbad,NED,169.3309,2.8817
rs0420,0,0,0.28056958,8.4044733,0.84654936,0.43138999,0,2,Simbad,NED,169.3352,2.4468
rs0421,3,1,0.12070964,7.54572678,1.37963148,0.55891001,0,2,Simbad,NED,169.3733,2.5043
rs0422,0,0,0.0876378,8.40721893,0.4890147,0.38472,0,1,Simbad,NED,169.393,2.7725
rs0423,0,0,0.10476923,7.87625599,0.08543803,0.083625,0,2,Simbad,NED,169.5025,3.8108
rs0424,0,0,0.09181912,8.25672626,0.2194917,0.21972001,0,2,Simbad,NED,169.544,2.6008
rs0425,0,0,0.3656882,8.34678936,0.08543803,0.084121,0,2,Simbad,NED,169.5514,3.8038
rs0426,,,0.00671326,9.07345009,3.12168403,3.00900006,0,1,Simbad,NED,169.6053,0.1958
rs0427,,,0.08808076,8.09442043,0.76587278,0.62498999,0,2,Simbad,NED,169.6188,1.6641
rs0428,0,0,0.0651043,7.77124882,0.20155482,0.20187999,0,1,Simbad,NED,169.6298,3.3835
rs0429,0,0,0.06198335,7.73384857,0.43935599,0.26944,0,2,Simbad,NED,169.6652,3.6975
rs0430,0,0,0.10798039,8.19052315,0.2194917,0.21963,0,1,Simbad,NED,169.673,2.6221
rs0431,,,0.01700842,7.21312141,2.21244631,0.60681999,0,1,Simbad,NED,169.6853,2.0328
rs0432,2,1,0.25866374,7.42200756,1.52170639,0.47499999,0,2,Simbad,NED,169.6862,2.9092
rs0433,0,0,0.11718991,8.34664249,1.20179457,0.98175001,0,2,Simbad,NED,169.7316,0.0899
rs0434,,,0.03841914,8.4380188,0.83795401,0.83674997,0,1,Simbad,NED,169.7626,4.4442
rs0435,,,0.0561503,7.69300747,0.76587278,0.36398,0,1,Simbad,NED,169.7711,1.2522
rs0436,4,1,0.49657783,8.21197319,0.01350869,0.013416,0,2,Simbad,NED,169.7814,3.2312
rs0437,3,2,0.07169051,8.20047569,0.01350869,-999.0,0,1,Simbad,NED,169.7905,3.2291
rs0438,,,0.01136797,7.66387558,0.03071001,0.031067,0,1,Simbad,NED,169.7941,3.2083
rs0439,,,0.42885408,8.37570763,1.25354301,0.35714,0,2,Simbad,NED,169.817,3.5618
rs0440,,,0.2808007,9.61196995,1.02805239,0.62453002,0,2,Simbad,NED,169.8592,3.2017
rs0441,,,0.03192255,7.19162178,1.25152483,0.29721999,0,1,Simbad,NED,169.9828,1.1989
rs0442,0,0,0.07884305,7.86786461,0.2265996,0.099978,0,1,Simbad,NED,170.0558,0.9427
rs0443,,,0.06710873,8.11391449,0.61967402,0.098917,0,1,Simbad,NED,170.0735,0.886
rs0444,,,0.33195677,8.1834898,0.2265996,0.22517,0,2,Simbad,NED,170.1065,1.067
rs0445,,,0.00806727,8.68282413,0.0579986,0.056907,0,2,Simbad,NED,170.1643,0.4575
rs0446,,,0.24281338,10.06282616,0.01108415,0.017859,0,2,Simbad,NED,170.194,0.4706
rs1333,,,0.14554614,9.80852318,0.01108415,-999.0,0,2,Simbad,NED,170.1999,0.4688
rs1334,,,0.10037855,9.61925602,0.018517,-999.0,0,2,Simbad,NED,170.2041,0.4593
rs1335,,,0.0610262,9.31510544,0.12336087,0.12425,0,2,Simbad,NED,170.2054,0.3903
rs0447,,,0.08763414,7.60424042,1.04430439,0.45418,0,2,Simbad,NED,170.2299,2.0257
rs1336,,,0.37186524,9.06588364,0.14611185,0.14441,0,2,Simbad,NED,170.2487,0.5343
rs0448,,,0.09054391,8.58797073,1.04430439,0.45144999,0,1,Simbad,NED,170.3168,1.7846
rs0449,0,0,0.41548437,8.44882679,1.59559734,0.93791002,0,2,Simbad,NED,170.3618,3.4459
rs0450,,,0.03302663,7.66365337,2.05233428,0.88520002,0,1,Simbad,NED,170.3656,1.4677
rs0451,3,1,0.72970986,9.2541914,1.64751621,1.07679999,0,2,Simbad,NED,170.3871,2.8106
rs0452,,,0.22615838,9.56540585,2.55950628,2.5323,0,2,Simbad,NED,170.5048,4.9603
rs0453,,,0.5445357,9.2454052,2.21650958,1.23090005,0,2,Simbad,NED,170.5338,4.6929
rs0454,0,0,0.09732248,7.8927784,1.22791458,0.24281,0,2,Simbad,NED,170.6104,0.4246
rs0455,,,0.05468364,7.55005074,0.06597277,0.064481,0,1,Simbad,NED,170.6633,0.5559
rs0456,,,0.07060781,7.72691679,0.06597277,0.065885,0,2,Simbad,NED,170.6754,0.5917
rs0457,,,0.03234579,7.9519577,0.91548578,0.61375999,0,1,Simbad,NED,170.905,0.9818
rs0458,0,0,0.37389094,8.08282089,1.44333284,0.86875999,0,2,Simbad,NED,170.961,1.7343
rs0459,,,0.02224701,7.18987083,1.90390878,0.74146998,0,1,Simbad,NED,170.9907,0.6216
rs0460,3,1,0.21437329,7.69909096,0.1252508,0.12483,0,2,Simbad,NED,170.9945,2.937
rs0461,,,1.3562212,8.54671288,1.01390646,0.41207001,0,2,Simbad,NED,170.9985,2.6918
rs0462,,,0.03883945,8.37470245,0.75103218,0.74396998,0,1,Simbad,NED,171.061,2.0102
rs0463,0,0,0.33567026,8.67154408,0.1252508,0.12467,0,1,Simbad,NED,171.0652,2.9586
rs0464,,,0.04545413,7.10675716,1.90390878,0.69151998,0,1,Simbad,NED,171.1568,1.1687
rs0465,,,0.03444643,7.64609241,0.91548578,0.60952002,0,1,Simbad,NED,171.1759,1.2151
rs0466,,,1.1724447,8.61102772,0.16035086,0.15968999,0,2,Simbad,NED,171.5041,1.9843
rs0467,,,0.03458833,7.76170444,2.0580173,0.79624999,0,2,Simbad,NED,171.5341,2.8332
rs0468,0,0,0.26904115,8.19298363,0.16035086,0.16207001,0,2,Simbad,NED,171.5397,1.8956
rs0469,0,0,0.22662619,7.2836504,1.01390646,0.83311999,0,2,Simbad,NED,171.5748,2.5797
rs0470,,,0.10226053,8.10453701,1.05060274,0.67501998,0,2,Simbad,NED,171.6741,1.2414
rs0471,,,0.04450859,7.12149429,2.33848822,0.9483,0,2,Simbad,NED,171.7209,2.1802
rs0472,0,0,0.11108243,8.24315643,3.52399435,0.50173998,0,2,Simbad,NED,171.742,2.3329
rs0473,0,0,0.14567403,7.43714333,0.22548265,0.22033,0,2,Simbad,NED,171.9176,3.5899
rs0474,2,1,0.10192402,7.69900227,0.22548265,0.23123001,0,1,Simbad,NED,171.9846,3.7107
rs0475,,,0.02245812,7.60795021,1.72935506,0.53711998,0,1,Simbad,NED,171.9872,1.2995
rs0476,0,0,0.23704606,7.88941288,0.49211524,0.38992,0,2,Simbad,NED,172.0598,2.4001
rs0477,3,1,0.13730018,7.73593044,0.03571852,0.03607,0,2,Simbad,NED,172.0668,2.6336
rs0478,2,1,2.98880672,8.35262012,0.03571852,0.036066,0,2,Simbad,NED,172.0733,2.654
rs0479,,,0.03981535,6.88359642,1.0911067,0.34229001,0,1,Simbad,NED,172.114,1.0826
rs0480,0,0,0.06555375,8.00475693,0.3288073,0.21620999,0,2,Simbad,NED,172.1286,0.7825
rs0481,,,0.05679464,8.01768684,2.52766106,0.7331,0,1,Simbad,NED,172.1703,4.7718
rs0482,0,0,0.04555465,7.20590639,1.29012066,1.18400002,0,1,Simbad,NED,172.1931,1.6179
rs0483,,,0.01568022,8.31244373,2.03036804,0.66145998,0,1,Simbad,NED,172.2065,1.8238
rs0484,,,0.0525257,7.71256304,0.3288073,0.21686999,0,1,Simbad,NED,172.242,0.879
rs0485,,,0.09324469,8.47331429,1.5499554,0.48216999,0,2,Simbad,NED,172.25,3.854
rs0486,,,0.08414613,6.98402977,1.25251484,0.93270999,0,1,Simbad,NED,172.3315,3.0894
rs0487,0,0,0.05480927,7.36737251,1.72935506,0.92398,0,2,Simbad,NED,172.369,0.1131
rs0488,,,0.03122008,7.66271591,0.1510069,0.14907999,0,1,Simbad,NED,172.3821,1.0347
rs0489,,,0.03686083,7.58834028,1.5422238,0.79067999,0,1,Simbad,NED,172.3934,4.3474
rs0490,,,0.04674751,7.88206768,0.3574442,0.35349,0,1,Simbad,NED,172.3945,1.068
rs0491,0,0,0.03485764,8.88050652,1.26907966,0.99523997,0,2,Simbad,NED,172.4055,3.1561
rs0492,,,0.13171412,7.50781536,0.1510069,0.15177999,0,2,Simbad,NED,172.4499,1.1379
rs0493,,,0.06580456,8.6956377,1.00370042,0.97419,0,1,Simbad,NED,172.5518,3.8011
rs0494,,,0.41331497,9.00199509,0.79743405,0.61278999,0,2,Simbad,NED,172.6566,3.7567
rs0495,,,0.11115196,7.85067368,1.00370042,0.97290999,0,1,Simbad,NED,172.7225,4.5338
rs0496,0,0,0.20740026,8.27968407,1.25251484,0.85055,0,2,Simbad,NED,172.7363,2.2872
rs0497,,,0.06642288,7.92706776,0.53917824,0.52091998,0,1,Simbad,NED,172.8679,0.4945
rs0498,,,0.34862766,9.58941841,0.20494693,0.20370001,0,2,Simbad,NED,172.9213,3.4881
rs0499,,,0.03500123,7.97250557,3.65182572,2.58999991,0,1,Simbad,NED,172.9562,0.331
rs0500,,,0.01472771,8.53756523,0.27106833,0.26605001,0,1,Simbad,NED,172.9808,0.9923
rs0501,,,0.04565309,8.64577484,0.20494693,0.20283,0,1,Simbad,NED,173.0242,3.5624
rs0502,0,0,0.14940615,7.79370832,0.95453723,0.25408,0,2,Simbad,NED,173.0433,1.2074
rs0503,0,0,2.49806976,8.78490162,0.05363151,0.051855,0,2,Simbad,NED,173.0558,0.8193
rs0504,,,0.0175607,7.25419998,1.05510464,0.81357998,0,1,Simbad,NED,173.0688,0.5123
rs0505,0,0,1.45969272,9.77210999,0.05363151,0.052172,0,2,Simbad,NED,173.0899,0.804
rs0506,,,0.02708402,7.39961576,2.02417617,0.081903,0,1,Simbad,NED,173.1433,0.8012
rs0507,,,0.04555015,7.62196732,1.90298637,0.24298,0,1,Simbad,NED,173.2182,1.1726
rs0508,0,0,0.10995948,7.82102776,0.88640885,0.35095999,0,2,Simbad,NED,173.2232,0.568
rs0509,,,0.2831524,8.6877203,1.86867882,0.34812999,0,2,Simbad,NED,173.3396,0.7987
rs0510,,,0.03536154,7.56956482,1.34326004,1.046,0,1,Simbad,NED,173.4947,4.345
rs0511,0,0,0.01681826,9.74652672,2.10639949,0.97250998,0,2,Simbad,NED,173.5162,2.9735
rs0512,,,0.05765402,8.22818756,1.07489705,0.70379001,0,1,Simbad,NED,173.5717,3.8415
