#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
223626-005400,339.109605,-0.900208,-99.000,-99.000,0.99,-99.00,-99.00,20.86,-99.00,GG,"VY CNN",B,"SuGOHI10 SuGOHI6"
142754+003944,216.978665,0.662399,-99.000,-99.000,0.85,-99.00,-99.00,20.86,-99.00,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 SuGOHI6"
224708+020300,341.784472,2.050227,-99.000,-99.000,0.85,-99.00,-99.00,20.87,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
223720-004008,339.335739,-0.669163,-99.000,-99.000,0.60,-99.00,-99.00,20.87,-99.00,GG,,B,HOLISMOKES8
114444+001344,176.187372,0.229142,-99.000,-99.000,0.92,-99.00,-99.00,20.87,-99.00,GG,V,B,SuGOHI6
020242-054322,30.676100,-5.723000,-99.000,-99.000,0.91,1.13,-99.00,20.88,23.54,GG,V,C,SuGOHI5
223316-010409,338.320000,-1.069300,-99.000,-99.000,0.95,1.57,-99.00,20.88,24.92,CG,V,B,SuGOHI5
110840-001927,167.168647,-0.324416,-99.000,-99.000,-99.00,-99.00,-99.00,20.89,-99.00,GG,Y,C,"SuGOHI8 LinKS"
152508+422752,231.287400,42.464600,-99.000,2.259,0.85,1.60,-99.00,20.89,21.27,CG,V,B,SuGOHI5
020828-043254,32.120344,-4.548430,-99.000,-99.000,0.78,-99.00,-99.00,20.89,-99.00,GG,V,C,"Gavazzi2014 SuGOHI6"
235503+014443,358.765312,1.745288,-99.000,-99.000,-99.00,-99.00,-99.00,20.89,-99.00,GG,Y,C,SuGOHI8
091138+031056,137.911138,3.182497,-99.000,-99.000,0.93,-99.00,-99.00,20.89,-99.00,GG,V,C,SuGOHI6
102858-013141,157.241922,-1.528210,-99.000,-99.000,-99.00,-99.00,-99.00,20.89,-99.00,GG,Y,C,SuGOHI8
111230+043153,168.128084,4.531448,-99.000,-99.000,-99.00,-99.00,-99.00,20.89,-99.00,GG,Y,C,SuGOHI8
120118-001243,180.326199,-0.212046,-99.000,-99.000,0.73,-99.00,-99.00,20.90,-99.00,GG,V,C,SuGOHI6
221320+035436,333.333800,3.910000,-99.000,-99.000,0.67,3.01,-99.00,20.90,22.80,CG,V,B,"HOLISMOKES8 SuGOHI5"
222448-001144,336.200247,-0.195807,-99.000,-99.000,0.80,-99.00,-99.00,20.90,-99.00,GG,"VY CNN",B,"SuGOHI10 SuGOHI6"
154453+442749,236.222400,44.463700,-99.000,-99.000,0.66,1.30,-99.00,20.90,21.37,GG,V,B,SuGOHI5
000733+022624,1.889846,2.440086,-99.000,-99.000,-99.00,-99.00,-99.00,20.90,-99.00,GG,Y,C,SuGOHI8
091049-011124,137.707770,-1.190150,-99.000,-99.000,0.43,-99.00,-99.00,20.90,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
225804+021106,344.517000,2.185000,-99.000,-99.000,0.64,1.54,-99.00,20.90,26.97,CG,V,C,SuGOHI5
104259+025858,160.745903,2.983024,-99.000,-99.000,-99.00,-99.00,-99.00,20.90,-99.00,GG,Y,B,SuGOHI8
014101+032742,25.257312,3.461672,-99.000,-99.000,-99.00,-99.00,-99.00,20.91,-99.00,GG,Y,C,SuGOHI8
140206+004733,210.528503,0.792687,-99.000,-99.000,0.73,-99.00,-99.00,20.91,-99.00,GG,V,C,SuGOHI6
020932-010734,32.384200,-1.126300,-99.000,-99.000,0.74,1.94,-99.00,20.91,25.08,CG,V,C,SuGOHI5
142822+031759,217.093607,3.299994,-99.000,-99.000,-99.00,-99.00,-99.00,20.91,-99.00,GG,Y,B,SuGOHI8
135853-021525,209.722970,-2.257147,0.736,-99.000,0.49,-99.00,-99.00,20.92,23.37,GG,"CNN Y",B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13 SuGOHI2"
163417+434634,248.570839,43.776361,-99.000,-99.000,0.68,-99.00,-99.00,20.92,-99.00,GG,CNN,A,"HOLISMOKES8 HOLISMOKES13"
120651-000051,181.712700,-0.014100,-99.000,-99.000,0.70,-99.00,-99.00,20.92,21.52,GG,V,C,SuGOHI5
163535+425244,248.899052,42.878889,-99.000,-99.000,0.88,-99.00,-99.00,20.92,-99.00,GG,V,C,SuGOHI6
092544+001702,141.437400,0.284100,-99.000,-99.000,1.36,-99.00,-99.00,20.93,23.04,GG,"VY CNN V",A,"HOLISMOKES13 SuGOHI5 SuGOHI6 HOLISMOKES8 SuGOHI10"
141720+515724,214.335434,51.956735,-99.000,-99.000,-99.00,-99.00,-99.00,20.93,22.43,GG,Y,C,SuGOHI1
141350+522342,213.459012,52.395271,-99.000,-99.000,-99.00,-99.00,-99.00,20.93,23.40,GG,Y,C,SuGOHI1
111420+015149,168.585154,1.863859,-99.000,-99.000,-99.00,-99.00,-99.00,20.93,-99.00,GG,Y,B,SuGOHI8
090547-010436,136.448761,-1.076812,-99.000,-99.000,0.75,-99.00,-99.00,20.93,-99.00,GG,"VY CNN",C,"SuGOHI10 SuGOHI6"
091252+011657,138.217215,1.282569,-99.000,-99.000,0.95,-99.00,-99.00,20.94,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
141628+030004,214.120406,3.001297,-99.000,-99.000,-99.00,-99.00,-99.00,20.95,-99.00,GG,Y,C,SuGOHI8
124125+042131,190.354867,4.358856,-99.000,-99.000,-99.00,-99.00,-99.00,20.95,-99.00,GG,Y,B,SuGOHI8
000728+012233,1.867624,1.376035,-99.000,-99.000,0.40,-99.00,-99.00,20.95,-99.00,GG,,B,HOLISMOKES8
085824+010210,134.600627,1.036212,-99.000,-99.000,0.94,-99.00,-99.00,20.95,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
021214+002719,33.061656,0.455292,-99.000,-99.000,-99.00,-99.00,-99.00,20.95,-99.00,GG,Y,C,SuGOHI8
234246+044345,355.693244,4.729178,-99.000,-99.000,-99.00,-99.00,-99.00,20.95,-99.00,GG,Y,C,SuGOHI8
131417-010555,198.571086,-1.098876,-99.000,-99.000,-99.00,-99.00,-99.00,20.95,-99.00,GG,Y,C,SuGOHI8
092600-012020,141.501741,-1.338945,-99.000,-99.000,0.81,-99.00,-99.00,20.95,-99.00,GG,CNN,A,"HOLISMOKES8 HOLISMOKES6+13"
140203+005843,210.512597,0.978612,-99.000,-99.000,0.70,-99.00,-99.00,20.95,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
123754+015902,189.475212,1.983919,-99.000,-99.000,-99.00,-99.00,-99.00,20.96,-99.00,GG,Y,B,SuGOHI8
130848+024602,197.200336,2.767492,-99.000,-99.000,-99.00,-99.00,-99.00,20.96,-99.00,GG,Y,B,SuGOHI8
120424-002238,181.103841,-0.377222,-99.000,-99.000,1.04,-99.00,-99.00,20.96,-99.00,GG,VY,C,SuGOHI6
023340-023611,38.420315,-2.603096,-99.000,-99.000,0.74,-99.00,-99.00,20.96,-99.00,GG,,B,HOLISMOKES8
221520-005425,333.834800,-0.907100,-99.000,-99.000,0.61,1.80,-99.00,20.96,24.77,CG,V,C,SuGOHI5
084913+024221,132.305712,2.705939,-99.000,-99.000,0.84,-99.00,-99.00,20.96,-99.00,GG,VY,C,SuGOHI6
084905+034329,132.273826,3.724911,-99.000,-99.000,-99.00,-99.00,-99.00,20.97,-99.00,GG,Y,C,SuGOHI8
141905-010739,214.774570,-1.127576,-99.000,-99.000,0.78,-99.00,-99.00,20.97,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
115907+051911,179.782886,5.319957,-99.000,-99.000,-99.00,-99.00,-99.00,20.97,-99.00,GG,Y,C,SuGOHI8
092950-004142,142.458670,-0.695141,-99.000,-99.000,0.70,-99.00,-99.00,20.97,-99.00,GG,,B,HOLISMOKES8
021151-032105,32.965554,-3.351422,-99.000,-99.000,0.74,-99.00,-99.00,20.97,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
143639-004039,219.162779,-0.677678,-99.000,-99.000,0.78,-99.00,-99.00,20.97,-99.00,GG,V,C,SuGOHI6
222027-002750,335.114800,-0.463900,-99.000,-99.000,0.81,-99.00,-99.00,20.97,-99.00,GG,V,C,SuGOHI5
223650+022221,339.209411,2.372533,-99.000,-99.000,0.67,-99.00,-99.00,20.98,-99.00,GG,,B,HOLISMOKES8
105813+031136,164.555369,3.193392,-99.000,-99.000,-99.00,-99.00,-99.00,20.98,-99.00,GG,Y,C,SuGOHI8
223134+043347,337.892300,4.563200,-99.000,-99.000,0.65,1.17,-99.00,20.98,23.39,GG,"CNN V",B,"HOLISMOKES13 SuGOHI5"
144530+434129,221.375180,43.691529,-99.000,-99.000,-99.00,-99.00,-99.00,20.98,-99.00,GG,Y,C,SuGOHI8
235052+035356,357.716718,3.899007,-99.000,-99.000,-99.00,-99.00,-99.00,20.98,-99.00,GG,Y,C,SuGOHI8
223324+012521,338.352671,1.422614,-99.000,-99.000,0.85,-99.00,-99.00,20.98,-99.00,GG,"VY CNN",B,"HOLISMOKES8 HOLISMOKES13 SuGOHI6"
142336-004034,215.903985,-0.676311,-99.000,-99.000,0.88,-99.00,-99.00,20.98,-99.00,GG,VY,B,SuGOHI6
144459-001826,221.249100,-0.307300,-99.000,-99.000,0.73,1.81,-99.00,20.98,25.62,CG,V,C,SuGOHI5
121248-003932,183.202220,-0.659158,-99.000,-99.000,0.80,-99.00,-99.00,20.99,-99.00,GG,V,C,SuGOHI6
133328+425215,203.369413,42.871101,-99.000,-99.000,-99.00,-99.00,-99.00,20.99,-99.00,GG,Y,C,SuGOHI8
102311-000702,155.798878,-0.117384,-99.000,-99.000,-99.00,-99.00,-99.00,20.99,-99.00,GG,Y,C,SuGOHI8
020832-043315,32.133960,-4.554290,-99.000,-99.000,1.19,1.59,-99.00,20.99,24.30,CG,"VY CNN K V",A,"SuGOHI5 SuGOHI6 HOLISMOKES8 SuGOHI10 More2016 HOLISMOKES6+13"
140530+000735,211.375300,0.126500,-99.000,-99.000,0.85,-99.00,-99.00,20.99,22.24,GG,"VY CNN V",C,"SuGOHI10 SuGOHI5 SuGOHI6"
141003+011640,212.512995,1.277858,-99.000,-99.000,0.75,-99.00,-99.00,21.00,-99.00,GG,,B,HOLISMOKES8
142048+000733,215.201900,0.125800,0.545,-99.000,0.58,1.09,-99.00,21.00,22.18,CG,"CNN V",B,"HOLISMOKES8 HOLISMOKES13 SuGOHI5"
142318-001227,215.825800,-0.207710,-99.000,-99.000,0.74,-99.00,-99.00,21.00,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES13 SuGOHI10"
090122-001834,135.343148,-0.309656,-99.000,-99.000,1.14,-99.00,-99.00,21.00,-99.00,GG,"CNN V",B,"SuGOHI10 SuGOHI6"
122856+023438,187.236901,2.577236,-99.000,-99.000,-99.00,-99.00,-99.00,21.00,-99.00,GG,Y,A,SuGOHI8
104818+003434,162.076589,0.576224,-99.000,-99.000,-99.00,-99.00,-99.00,21.00,-99.00,GG,Y,B,SuGOHI8
223252+011857,338.218516,1.315986,-99.000,-99.000,0.99,-99.00,-99.00,21.00,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
120141+012736,180.424823,1.460266,-99.000,-99.000,0.75,-99.00,-99.00,21.00,-99.00,GG,"CNN V",B,"SuGOHI10 SuGOHI6"
135346+021338,208.444714,2.227440,-99.000,-99.000,-99.00,-99.00,-99.00,21.00,-99.00,GG,Y,C,SuGOHI8
141933+010223,214.888795,1.039938,-99.000,-99.000,1.12,-99.00,-99.00,21.00,-99.00,GG,VY,B,SuGOHI6
120035-020152,180.147996,-2.031214,-99.000,-99.000,0.95,-99.00,-99.00,21.01,-99.00,GG,VY,C,SuGOHI6
092108+041038,140.284300,4.177300,-99.000,-99.000,0.48,1.71,-99.00,21.01,23.32,CG,V,C,SuGOHI5
125516+041553,193.820420,4.264851,-99.000,-99.000,-99.00,-99.00,-99.00,21.01,-99.00,GG,Y,B,SuGOHI8
085708+015318,134.283668,1.888557,-99.000,-99.000,0.88,-99.00,-99.00,21.01,-99.00,GG,V,C,SuGOHI6
121120+003310,182.836131,0.553007,-99.000,-99.000,0.92,-99.00,-99.00,21.01,-99.00,GG,"VY CNN",C,"SuGOHI10 SuGOHI6"
124916-011826,192.318900,-1.307400,-99.000,-99.000,0.48,1.86,-99.00,21.02,26.35,CG,V,B,SuGOHI5
142301-002748,215.755320,-0.463570,-99.000,-99.000,0.73,-99.00,-99.00,21.02,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
015723-005435,29.347401,-0.909728,-99.000,-99.000,0.53,-99.00,-99.00,21.02,-99.00,GG,,B,HOLISMOKES8
090823+020523,137.097600,2.089782,-99.000,-99.000,0.75,-99.00,-99.00,21.02,-99.00,GG,V,C,SuGOHI6
092146+025226,140.445744,2.874078,-99.000,-99.000,0.82,-99.00,-99.00,21.02,-99.00,GG,"VY CNN",B,"HOLISMOKES13 SuGOHI10 SuGOHI6"
135252+005529,208.219100,0.924900,-99.000,-99.000,0.75,1.63,-99.00,21.03,23.60,CG,"CNN V",B,"HOLISMOKES8 HOLISMOKES13 SuGOHI5"
161432+435125,243.636192,43.856987,-99.000,-99.000,0.92,-99.00,-99.00,21.03,-99.00,GG,V,B,SuGOHI6
085613+012831,134.058153,1.475463,-99.000,-99.000,0.75,-99.00,-99.00,21.03,-99.00,GG,V,C,SuGOHI6
120255+034044,180.731400,3.679119,-99.000,-99.000,-99.00,-99.00,-99.00,21.03,-99.00,GG,Y,C,SuGOHI8
023034-024153,37.643284,-2.698219,-99.000,-99.000,0.87,-99.00,-99.00,21.03,-99.00,GG,V,C,SuGOHI6
090618+003053,136.578865,0.514958,-99.000,-99.000,0.90,-99.00,-99.00,21.03,-99.00,GG,"VY CNN",B,"HOLISMOKES8 HOLISMOKES13 SuGOHI6"
114847+032706,177.199316,3.451796,-99.000,-99.000,-99.00,-99.00,-99.00,21.03,-99.00,GG,Y,C,SuGOHI8
092627+000759,141.615040,0.133210,-99.000,-99.000,0.64,-99.00,-99.00,21.04,-99.00,GG,CNN,A,"HOLISMOKES8 SuGOHI10"
085522+012023,133.841772,1.339938,-99.000,-99.000,0.74,-99.00,-99.00,21.04,-99.00,GG,V,C,SuGOHI6
155625+432413,239.108254,43.403679,-99.000,-99.000,0.88,-99.00,-99.00,21.04,-99.00,GG,,B,HOLISMOKES8
224429-001759,341.122648,-0.299795,-99.000,-99.000,0.85,-99.00,-99.00,21.05,-99.00,GG,VY,B,SuGOHI6
142154+004841,215.477033,0.811555,-99.000,-99.000,0.96,-99.00,-99.00,21.05,-99.00,GG,"CNN V",B,"HOLISMOKES6+13 SuGOHI10 SuGOHI6"
115529-004255,178.872660,-0.715532,-99.000,-99.000,0.86,-99.00,-99.00,21.05,-99.00,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 SuGOHI6"
090548+004743,136.453294,0.795383,-99.000,-99.000,0.93,-99.00,-99.00,21.05,-99.00,GG,V,B,SuGOHI6
005937+010731,14.906632,1.125495,-99.000,-99.000,-99.00,-99.00,-99.00,21.06,-99.00,GG,Y,C,SuGOHI8
091544-010328,138.936500,-1.058000,-99.000,-99.000,0.67,3.08,-99.00,21.06,23.74,CG,V,B,"HOLISMOKES8 SuGOHI5"
225052+052053,342.716727,5.348164,-99.000,-99.000,0.77,-99.00,-99.00,21.06,-99.00,GG,,B,HOLISMOKES8
020437-021048,31.154500,-2.180200,-99.000,-99.000,0.83,2.72,-99.00,21.06,25.24,CG,V,C,SuGOHI5
104307+041425,160.781500,4.240311,-99.000,-99.000,-99.00,-99.00,-99.00,21.06,-99.00,GG,Y,C,SuGOHI8
113838+050110,174.661203,5.019618,-99.000,-99.000,-99.00,-99.00,-99.00,21.06,-99.00,GG,Y,C,SuGOHI8
143018+034441,217.577643,3.744757,-99.000,-99.000,-99.00,-99.00,-99.00,21.06,-99.00,GG,Y,C,SuGOHI8
085508-013118,133.784834,-1.521726,-99.000,-99.000,0.63,-99.00,-99.00,21.06,-99.00,GG,,B,HOLISMOKES8
231953+003813,349.972600,0.637000,-99.000,-99.000,0.94,2.09,-99.00,21.07,23.98,CG,V,B,SuGOHI5
155842+430752,239.677913,43.131253,-99.000,-99.000,0.94,-99.00,-99.00,21.07,-99.00,GG,VY,C,SuGOHI6
221513+010238,333.807004,1.044136,-99.000,-99.000,0.80,-99.00,-99.00,21.07,-99.00,GG,V,C,SuGOHI6
013539+025615,23.914637,2.937621,-99.000,-99.000,-99.00,-99.00,-99.00,21.08,-99.00,GG,Y,C,SuGOHI8
131513+003445,198.807183,0.579392,-99.000,-99.000,-99.00,-99.00,-99.00,21.08,-99.00,GG,Y,B,SuGOHI8
142602+010842,216.512217,1.145002,-99.000,-99.000,0.86,-99.00,-99.00,21.08,-99.00,GG,V,B,SuGOHI6
020121-065707,30.341369,-6.952126,-99.000,-99.000,0.77,-99.00,-99.00,21.08,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
022123-021810,35.347868,-2.302779,-99.000,-99.000,0.79,-99.00,-99.00,21.08,-99.00,GG,V,C,SuGOHI6
141758+022347,214.494249,2.396488,-99.000,-99.000,-99.00,-99.00,-99.00,21.08,-99.00,GG,Y,C,SuGOHI8
085239-010242,133.164131,-1.045098,-99.000,-99.000,0.53,-99.00,-99.00,21.08,-99.00,GG,,B,HOLISMOKES8
224058-002942,340.242300,-0.495000,-99.000,-99.000,1.10,2.98,-99.00,21.09,24.64,CG,V,C,SuGOHI5
115057-015316,177.739190,-1.887994,-99.000,-99.000,0.94,-99.00,-99.00,21.09,-99.00,GG,V,B,SuGOHI6
085323+003256,133.349248,0.548912,-99.000,-99.000,0.93,-99.00,-99.00,21.09,-99.00,GG,"VY CNN",C,"SuGOHI10 SuGOHI6"
122843+023818,187.182383,2.638484,-99.000,-99.000,-99.00,-99.00,-99.00,21.09,-99.00,GG,Y,C,SuGOHI8
111356+010404,168.486452,1.067959,-99.000,-99.000,-99.00,-99.00,-99.00,21.09,-99.00,GG,Y,B,SuGOHI8
012411+025155,21.047750,2.865387,-99.000,-99.000,-99.00,-99.00,-99.00,21.09,-99.00,GG,Y,C,SuGOHI8
143109+421518,217.791200,42.255000,-99.000,-99.000,0.58,2.45,-99.00,21.09,24.77,CG,V,C,SuGOHI5
114954-005754,177.475560,-0.965068,-99.000,-99.000,0.81,-99.00,-99.00,21.09,-99.00,GG,VY,C,SuGOHI6
132904+020015,202.267904,2.004371,-99.000,-99.000,-99.00,-99.00,-99.00,21.10,-99.00,GG,Y,C,SuGOHI8
022043-032640,35.181198,-3.444632,-99.000,-99.000,0.84,-99.00,-99.00,21.11,-99.00,GG,"VY CNN",C,"SuGOHI10 SuGOHI6"
021426-053944,33.611900,-5.662300,0.640,-99.000,0.66,0.94,-99.00,21.11,22.13,CG,V,C,SuGOHI5
123302-014406,188.262100,-1.735000,-99.000,-99.000,0.63,2.26,-99.00,21.11,22.02,CG,V,B,SuGOHI5
234824+025357,357.101512,2.899328,-99.000,-99.000,-99.00,-99.00,-99.00,21.11,-99.00,GG,Y,C,SuGOHI8
020221-025654,30.591301,-2.948575,-99.000,-99.000,0.92,-99.00,-99.00,21.12,-99.00,GG,V,C,SuGOHI6
143810+000608,219.543147,0.102246,-99.000,-99.000,0.81,-99.00,-99.00,21.12,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
114317+004033,175.824300,0.676000,-99.000,-99.000,0.50,1.47,-99.00,21.12,21.66,GG,"CNN V",B,"HOLISMOKES8 HOLISMOKES13 SuGOHI5"
223227+041457,338.114450,4.249380,-99.000,-99.000,0.85,-99.00,-99.00,21.12,-99.00,GG,,B,HOLISMOKES8
091148+041852,137.953829,4.314682,0.861,2.630,0.83,-99.00,-99.00,21.12,-99.00,GG,"VY CNN",A,"HOLISMOKES8 HOLISMOKES13 SuGOHI6"
021410-060537,33.544828,-6.093709,-99.000,-99.000,0.92,-99.00,-99.00,21.12,-99.00,GG,VY,C,SuGOHI6
090404+012516,136.017900,1.421100,-99.000,-99.000,0.82,2.01,-99.00,21.13,23.99,CG,V,B,"SuGOHI5 SuGOHI6"
223459+033319,338.747500,3.555400,-99.000,-99.000,1.10,-99.00,-99.00,21.13,21.13,GG,V,C,SuGOHI5
092914-002823,142.309532,-0.473059,-99.000,-99.000,0.66,-99.00,-99.00,21.13,-99.00,GG,,B,HOLISMOKES8
120611-010407,181.548610,-1.068670,-99.000,-99.000,0.42,-99.00,-99.00,21.13,-99.00,GG,CNN,A,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
092418+045843,141.077880,4.978714,-99.000,-99.000,0.94,-99.00,-99.00,21.14,-99.00,GG,"CNN V",B,"SuGOHI10 SuGOHI6"
221209+015109,333.038800,1.852600,-99.000,-99.000,0.75,1.52,-99.00,21.14,23.87,GG,"CNN V",C,"SuGOHI10 SuGOHI5"
122102+001853,185.259480,0.314930,-99.000,-99.000,0.90,-99.00,-99.00,21.14,-99.00,GG,CNN,A,"HOLISMOKES8 HOLISMOKES13 SuGOHI10"
232934-001137,352.394023,-0.193660,-99.000,-99.000,0.78,-99.00,-99.00,21.16,-99.00,GG,,B,HOLISMOKES8
014404-000746,26.016763,-0.129585,-99.000,-99.000,-99.00,-99.00,-99.00,21.16,-99.00,GG,Y,A,"SuGOHI8 DES"
095706+022912,149.278800,2.486900,-99.000,-99.000,0.90,1.23,-99.00,21.16,24.72,GG,V,C,SuGOHI5
000300+005337,0.750000,0.893800,-99.000,-99.000,0.97,-99.00,-99.00,21.17,21.76,GG,V,C,SuGOHI5
134720-004138,206.836780,-0.693920,-99.000,-99.000,2.28,-99.00,-99.00,21.17,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
022930-033830,37.375904,-3.641944,-99.000,-99.000,0.77,-99.00,-99.00,21.17,-99.00,GG,,B,HOLISMOKES8
150053+002202,225.223230,0.367350,-99.000,-99.000,0.74,-99.00,-99.00,21.17,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
144640-000350,221.667158,-0.063953,-99.000,-99.000,0.97,-99.00,-99.00,21.18,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
121023+005537,182.598274,0.927054,-99.000,-99.000,0.67,-99.00,-99.00,21.18,-99.00,GG,,B,HOLISMOKES8
000313+005425,0.804500,0.907000,-99.000,-99.000,1.13,1.43,-99.00,21.18,25.77,CG,V,B,SuGOHI5
134017+420751,205.074220,42.131081,-99.000,-99.000,-99.00,-99.00,-99.00,21.18,-99.00,GG,Y,C,SuGOHI8
005453+022522,13.721449,2.423029,-99.000,-99.000,-99.00,-99.00,-99.00,21.18,-99.00,GG,Y,C,SuGOHI8
120053-013357,180.221984,-1.566051,-99.000,-99.000,0.92,-99.00,-99.00,21.18,-99.00,GG,VY,B,SuGOHI6
022456-034831,36.237400,-3.808700,-99.000,-99.000,0.61,1.68,-99.00,21.18,20.88,CG,V,C,SuGOHI5
221452+014439,333.717900,1.744200,0.683,-99.000,0.70,1.17,-99.00,21.19,21.74,CG,V,C,SuGOHI5
141743-000713,214.432497,-0.120418,-99.000,-99.000,0.97,-99.00,-99.00,21.19,-99.00,GG,VY,C,SuGOHI6
115851+042737,179.712613,4.460397,-99.000,-99.000,-99.00,-99.00,-99.00,21.19,-99.00,GG,Y,B,SuGOHI8
084023+014201,130.096800,1.700400,-99.000,-99.000,0.92,2.18,-99.00,21.20,23.85,CG,V,C,SuGOHI5
015913-054320,29.805601,-5.722426,-99.000,-99.000,0.93,-99.00,-99.00,21.20,-99.00,GG,"CNN V",B,"SuGOHI10 SuGOHI6"
135252+033532,208.217655,3.592401,-99.000,-99.000,-99.00,-99.00,-99.00,21.20,-99.00,GG,Y,A,SuGOHI8
145627-012220,224.112588,-1.372430,-99.000,-99.000,0.85,-99.00,-99.00,21.20,-99.00,GG,VY,C,SuGOHI6
223655-012652,339.232274,-1.447883,-99.000,-99.000,1.00,-99.00,-99.00,21.20,-99.00,GG,VY,C,SuGOHI6
105227+022433,163.113005,2.409371,-99.000,-99.000,-99.00,-99.00,-99.00,21.20,-99.00,GG,Y,A,SuGOHI8
223507-001044,338.779953,-0.178941,-99.000,-99.000,0.93,-99.00,-99.00,21.21,-99.00,GG,V,C,SuGOHI6
223510-004658,338.795000,-0.782800,-99.000,-99.000,0.87,3.12,-99.00,21.21,22.78,CG,V,C,SuGOHI5
104223+001521,160.597363,0.255894,-99.000,-99.000,-99.00,-99.00,-99.00,21.21,-99.00,GG,Y,B,SuGOHI8
015924-051259,29.851983,-5.216489,-99.000,-99.000,0.67,-99.00,-99.00,21.21,-99.00,GG,,B,HOLISMOKES8
095642+023707,149.178800,2.618800,-99.000,-99.000,0.76,1.23,-99.00,21.21,23.99,CG,V,C,SuGOHI5
095049-005123,147.705500,-0.856400,-99.000,-99.000,1.01,1.65,-99.00,21.21,25.44,CG,V,C,SuGOHI5
002652+030356,6.717077,3.065561,-99.000,-99.000,-99.00,-99.00,-99.00,21.21,-99.00,GG,Y,C,SuGOHI8
085850-012728,134.709430,-1.458013,-99.000,-99.000,0.91,-99.00,-99.00,21.22,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
141504+012042,213.768413,1.345187,-99.000,-99.000,0.95,-99.00,-99.00,21.23,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
093626+034716,144.112202,3.787811,-99.000,-99.000,-99.00,-99.00,-99.00,21.23,-99.00,GG,Y,C,SuGOHI8
223912+021731,339.802324,2.292149,-99.000,-99.000,1.17,-99.00,-99.00,21.23,-99.00,GG,V,C,SuGOHI6
135152+002809,207.969449,0.469188,-99.000,-99.000,0.42,-99.00,-99.00,21.23,-99.00,GG,,B,HOLISMOKES8
092724-013551,141.851238,-1.597570,-99.000,-99.000,0.89,-99.00,-99.00,21.23,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES6+13"
022027-004453,35.113934,-0.748069,-99.000,-99.000,-99.00,-99.00,-99.00,21.23,-99.00,GG,Y,C,SuGOHI8
005356+015546,13.484841,1.929614,-99.000,-99.000,-99.00,-99.00,-99.00,21.25,-99.00,GG,Y,C,SuGOHI8
223238-002533,338.161083,-0.426111,-99.000,-99.000,1.02,1.96,-99.00,21.25,25.17,CG,"VY S V",A,"HOLISMOKES8 SuGOHI5 SuGOHI6"
092800+044653,142.003558,4.781527,-99.000,-99.000,-99.00,-99.00,-99.00,21.25,-99.00,GG,Y,B,SuGOHI8
095608+015858,149.033300,1.983000,-99.000,-99.000,0.98,1.36,-99.00,21.26,23.10,CG,V,C,SuGOHI5
131037+021947,197.655122,2.329978,-99.000,-99.000,-99.00,-99.00,-99.00,21.26,-99.00,GG,Y,C,SuGOHI8
114635+002511,176.647000,0.419800,-99.000,-99.000,0.50,0.87,-99.00,21.26,22.65,GG,V,C,SuGOHI5
022545-023618,36.439815,-2.605061,-99.000,-99.000,1.03,-99.00,-99.00,21.27,-99.00,GG,V,C,SuGOHI6
143518-012526,218.828670,-1.423943,-99.000,-99.000,0.98,-99.00,-99.00,21.28,-99.00,GG,V,B,SuGOHI6
135836-012230,209.651400,-1.375000,-99.000,-99.000,0.84,-99.00,-99.00,21.28,22.35,CG,V,C,SuGOHI5
084306+051435,130.777356,5.243116,-99.000,-99.000,-99.00,-99.00,-99.00,21.28,-99.00,GG,Y,C,SuGOHI8
120745+041400,181.937994,4.233426,-99.000,-99.000,-99.00,-99.00,-99.00,21.28,-99.00,GG,Y,C,SuGOHI8
222951-012440,337.464531,-1.411113,-99.000,-99.000,-99.00,-99.00,-99.00,21.28,-99.00,GG,Y,C,SuGOHI8
100712-012316,151.800800,-1.387800,-99.000,-99.000,0.93,3.17,-99.00,21.29,24.10,CG,V,B,SuGOHI5
